Baseline 100%T,,Hole,,FePS3,,NiPS3,,CrPS4,,MnPS5,,
700,1.385045528,700,102.3849487,700,0.3087078333,700,45.58718872,700,10.78085423,700,68.04734802,
698,1.37407887,698,102.9892426,698,0.2863845229,698,45.81114578,698,10.98253918,698,66.78005219,
696,1.365506649,696,102.5065536,696,0.2986323237,696,45.66957474,696,11.02609062,696,67.82675934,
694,1.371145129,694,102.0534744,694,0.3231506944,694,45.75262833,694,10.8975668,694,67.87632751,
692,1.370953083,692,102.7807846,692,0.2934679389,692,45.86888123,692,10.87633038,692,66.4376297,
690,1.364628673,690,103.4291153,690,0.3057397306,690,45.60765457,690,10.95291519,690,67.15483093,
688,1.369118452,688,102.4524078,688,0.2798214853,688,45.4872551,688,10.8204546,688,67.24808502,
686,1.371572018,686,102.4424057,686,0.2883562446,686,45.80693054,686,10.83822727,686,65.71192169,
684,1.362698913,684,103.0395126,684,0.3134568036,684,46.09765244,684,10.96399021,684,65.9092865,
682,1.35768199,682,102.71875,682,0.2831473351,682,45.75730515,682,10.99710941,682,66.74228668,
680,1.36290729,680,102.0515289,680,0.2827852368,680,45.80812454,680,10.87996674,680,65.63474274,
678,1.362878799,678,102.5145187,678,0.2935118377,678,45.92866516,678,10.93262768,678,65.53713226,
676,1.352573633,676,103.2198105,676,0.2822322845,676,45.82231522,676,10.98946381,676,65.95542908,
674,1.353048682,674,102.5533066,674,0.306075722,674,45.75435638,674,10.89996338,674,65.45211029,
672,1.357725024,672,102.4536972,672,0.283392638,672,45.97952652,672,10.84103107,672,65.53503418,
670,1.35101521,670,103.0947189,670,0.2716203332,670,46.13930893,670,10.94365406,670,65.50815582,
668,1.343685746,668,103.0028,668,0.3016853333,668,45.98021317,668,10.99083614,668,65.27023315,
666,1.351394176,666,102.0403976,666,0.2745147943,666,45.81610489,666,10.86696529,666,65.28321838,
664,1.349652648,664,102.614418,664,0.279242605,664,46.12486267,664,10.87276745,664,64.73661804,
662,1.338292122,662,103.3168411,662,0.2749603987,662,46.11620712,662,10.98424625,662,64.83168793,
660,1.338639021,660,102.5395355,660,0.275028646,660,45.90147018,660,10.87361908,660,65.32415771,
658,1.34310782,658,102.359024,658,0.3040415645,658,46.14224625,658,10.84190369,658,64.49668884,
656,1.338850141,656,102.838829,656,0.2968678176,656,46.20936584,656,10.9117012,656,64.1865921,
654,1.329691648,654,102.9963989,654,0.2939089835,654,45.95691681,654,10.96705818,654,65.09185028,
652,1.334888697,652,102.2529373,652,0.2918812931,652,45.87756348,652,10.84610939,652,64.46368408,
650,1.332754493,650,102.9077759,650,0.2949127853,650,46.20734024,650,10.88031292,650,64.30984497,
648,1.32192421,648,103.5069962,648,0.2793738246,648,46.29421616,648,10.9362154,648,64.60045624,
646,1.320412993,646,102.7929535,646,0.2596452236,646,46.10407639,646,10.88148689,646,64.85574341,
644,1.327983618,644,102.2244186,644,0.2689011693,644,46.31115341,644,10.82838821,644,64.95848083,
642,1.326478124,642,102.7236938,642,0.2896544337,642,46.47430038,642,10.92116833,642,63.94992065,
640,1.321144342,640,103.0477905,640,0.3042148054,640,46.25367355,640,10.92665958,640,64.69557953,
638,1.332918286,638,102.0367966,638,0.2702437937,638,45.95066071,638,10.79966736,638,64.92655182,
636,1.336558104,636,102.6044235,636,0.2612059116,636,46.30814743,636,10.8008337,636,64.35523987,
634,1.332516193,634,103.2618256,634,0.2735009789,634,46.50778198,634,10.90653038,634,65.45365906,
632,1.337208867,632,102.6771774,632,0.2771175802,632,46.30257416,632,10.88911438,632,65.41247559,
630,1.351999521,630,102.2108917,630,0.2672767639,630,46.55256271,630,10.75670242,630,65.38044739,
628,1.35944891,628,102.6848297,628,0.2690702081,628,46.56597519,628,10.79656601,628,65.47196198,
626,1.358331919,626,102.9531097,626,0.2589676678,626,46.27100372,626,10.86917019,626,65.4334259,
624,1.369029522,624,102.0502243,624,0.2558625638,624,46.16320801,624,10.76290321,624,66.60998535,
622,1.375959158,622,102.3263321,622,0.2578583956,622,46.5413208,622,10.75328922,622,65.67738342,
620,1.370815516,620,102.9794464,620,0.2533359826,620,46.49528503,620,10.88340473,620,66.55656433,
618,1.367668509,618,102.5189743,618,0.2282494605,618,46.12585449,618,10.85917473,618,67.26673889,
616,1.372793913,616,101.9678497,616,0.2381621897,616,46.28432083,616,10.76954365,616,66.74746704,
614,1.370481014,614,102.4382629,614,0.2450927794,614,46.12952042,614,10.85571098,614,67.63220215,
612,1.355286479,612,103.0359955,612,0.2391220033,612,45.96740723,612,10.90575695,612,67.5062561,
610,1.353492498,610,102.1725082,610,0.2548674643,610,45.85234833,610,10.83154202,610,68.45726013,
608,1.352330565,608,102.4298096,608,0.2367396206,608,45.91723251,608,10.86119461,608,67.80099487,
606,1.337276816,606,103.0258408,606,0.2493274212,606,46.17831039,606,10.91342926,606,68.94052887,
604,1.331881881,604,102.5479889,604,0.2476444244,604,45.6705246,604,10.94956589,604,68.52964783,
602,1.334796906,602,101.9006577,602,0.2603117228,602,45.65881348,602,10.80675793,602,69.25957489,
600,1.333389163,600,102.4411926,600,0.2505523562,600,45.80118179,600,10.89649105,600,68.72631073,
598,1.324699879,598,103.1380386,598,0.2576767206,598,45.65000916,598,10.94084263,598,69.63925171,
596,1.333024263,596,102.2917786,596,0.2537391186,596,45.63209915,596,10.86748505,596,70.18006897,
594,1.345559716,594,102.4572372,594,0.241753906,594,45.94254684,594,10.78892612,594,70.34529114,
592,1.352417231,592,103.0602112,592,0.2337828279,592,46.27996445,592,10.86017418,592,70.73105621,
590,1.360102057,590,102.753891,590,0.2389136702,590,46.05214691,590,10.78495884,590,70.84875488,
588,1.378242493,588,102.0727997,588,0.2140028179,588,46.1804924,588,10.75168514,588,71.53161621,
586,1.382354379,586,102.474144,586,0.2112948745,586,46.44765854,586,10.65515423,586,70.55577087,
584,1.379565001,584,102.8671265,584,0.2096730769,584,46.33539581,584,10.78304195,584,71.63499451,
582,1.375846863,582,102.3395996,582,0.207275331,582,46.2351799,582,10.71168232,582,71.08413696,
580,1.375361681,580,102.2364502,580,0.2181115597,580,46.36418915,580,10.67233086,580,72.58230591,
578,1.368767619,578,102.536644,578,0.2205154896,578,46.3416481,578,10.78541756,578,70.26143646,
576,1.355551124,576,102.5541763,576,0.2225805521,576,46.04030991,576,10.76513195,576,71.97711182,
574,1.354180336,574,102.1541748,574,0.2145669907,574,45.91868973,574,10.6473608,574,71.28325653,
572,1.352446914,572,102.3887787,572,0.217287451,572,46.05062485,572,10.75400352,572,70.82749939,
570,1.3390764,570,103.1929855,570,0.2356485277,570,46.1495018,570,10.84749889,570,70.3864212,
568,1.346908569,568,102.5335159,568,0.2427524179,568,46.06763458,568,10.75347328,568,70.61949158,
566,1.33873713,566,102.6485901,566,0.2360484153,566,45.77289963,566,10.80344868,566,70.19255829,
564,1.342380285,564,102.1277084,564,0.2263936698,564,45.66567612,564,10.74966335,564,69.86382294,
562,1.344331026,562,102.2997513,562,0.2207387984,562,45.83324432,562,10.75518703,562,69.81964874,
560,1.336744666,560,102.7817154,560,0.23127307,560,45.80880356,560,10.80116463,560,68.97775269,
558,1.334509492,558,102.4430847,558,0.2214114815,558,45.59945297,558,10.7636795,558,69.99554443,
556,1.341531515,556,101.9972687,556,0.2462645322,556,45.78508377,556,10.67417336,556,68.91347504,
554,1.341098189,554,102.3525085,554,0.2327260822,554,45.74630737,554,10.68219185,554,69.03914642,
552,1.333114505,552,102.6618118,552,0.2386259586,552,45.64124298,552,10.76012039,552,68.76048279,
550,1.334585309,550,102.1972427,550,0.2251964509,550,45.70161819,550,10.69070435,550,69.47768402,
548,1.339166284,548,102.2821426,548,0.2249979377,548,45.89479065,548,10.65464687,548,68.87014008,
546,1.333406687,546,102.7986526,546,0.2264569998,546,45.96310806,546,10.72674751,546,68.55075836,
544,1.324757934,544,102.390358,544,0.2279839069,544,45.56006241,544,10.75100899,544,69.60513306,
542,1.336050391,542,101.7695541,542,0.2436244637,542,45.49626923,542,10.62924385,542,67.65104675,
540,1.337227583,540,102.2236938,540,0.2344251871,540,45.62851334,540,10.67929077,540,68.42525482,
538,1.329405546,538,102.7391052,538,0.2329583913,538,45.5008316,538,10.74144745,538,68.05857849,
536,1.332445025,536,102.2127533,536,0.2322684526,536,45.45155334,536,10.65486622,536,68.0688858,
534,1.337338924,534,102.3863525,534,0.2447176427,534,45.7434845,534,10.62380314,534,68.14122009,
532,1.330835819,532,102.8686981,532,0.2339823842,532,45.94687271,532,10.69115734,532,67.4054718,
530,1.325856209,530,102.6512833,530,0.2408338487,530,45.72877121,530,10.70659447,530,68.56320953,
528,1.333340287,528,101.9715805,528,0.2305784672,528,45.78533936,528,10.5920639,528,68.42893219,
526,1.334591866,526,102.4198532,526,0.233402878,526,45.81622314,526,10.64073181,526,67.44405365,
524,1.327205181,524,102.8442383,524,0.2392904609,524,45.53205872,524,10.70388317,524,68.15480804,
522,1.327539563,522,102.2224426,522,0.2440160364,522,45.59568787,522,10.64988804,522,68.436409,
520,1.333337784,520,102.2264633,520,0.2316142023,520,45.65778732,520,10.60043716,520,68.10845947,
518,1.331279278,518,102.5855331,518,0.2500624061,518,45.66306305,518,10.64115047,518,68.02529144,
516,1.322716236,516,102.6188583,516,0.2248153538,516,45.56762314,516,10.73121166,516,68.92858887,
514,1.330316663,514,102.0053482,514,0.2409790158,514,45.48265457,514,10.63737774,514,68.45933533,
512,1.329261184,512,102.5667038,512,0.2337378412,512,45.62159348,512,10.65569782,512,68.24230957,
510,1.320409298,510,103.0899734,510,0.2306249291,510,45.53073502,510,10.75581837,510,69.0051651,
508,1.321010828,508,102.6520233,508,0.2438278645,508,45.31785202,508,10.70032692,508,68.51226044,
506,1.326219797,506,102.3590698,506,0.2312986404,506,45.58130646,506,10.65841961,506,68.47412872,
504,1.324854374,504,102.609314,504,0.2376051396,504,45.52129745,504,10.71131992,504,68.06504822,
502,1.317087173,502,102.6422729,502,0.2389192134,502,45.30346298,502,10.77936649,502,68.89283752,
500,1.322886944,500,102.1217194,500,0.2312140465,500,45.24048996,500,10.67948151,500,68.3419342,
498,1.32348001,498,102.5339355,498,0.238417089,498,45.44313431,498,10.71005821,498,68.52472687,
496,1.315312266,496,103.0613327,496,0.2306179851,496,45.32999039,496,10.81788826,496,68.87900543,
494,1.31314075,494,102.661705,494,0.2253133506,494,45.25527191,494,10.79063988,494,69.50106812,
492,1.318527818,492,102.4446716,492,0.2298641652,492,45.55712891,492,10.70149899,492,68.99913788,
490,1.317003608,490,102.7047272,490,0.2356128097,490,45.56712341,490,10.75359917,490,68.66902161,
488,1.308300734,488,102.8143997,488,0.2322896868,488,45.37968445,488,10.86095715,488,69.21511841,
486,1.313665986,486,102.1549454,486,0.2258761078,486,45.28606415,486,10.72090816,486,69.09638977,
484,1.313952208,484,102.4853821,484,0.2334378213,484,45.55360794,484,10.78405571,484,68.38658142,
482,1.305670977,482,103.1122589,482,0.2234018445,482,45.6450386,482,10.85485268,482,68.20870972,
480,1.304486156,480,102.6148529,480,0.2298131138,480,45.47271729,480,10.80087852,480,67.92470551,
478,1.310585499,478,102.3356323,478,0.2293818593,478,45.66705322,478,10.73644543,478,66.88607788,
476,1.308670282,476,102.6315918,476,0.2192641795,476,45.81260681,476,10.78761578,476,65.61128235,
474,1.299793005,474,102.9106522,474,0.2435652316,474,45.69165421,474,10.84037971,474,65.29551697,
472,1.303002834,472,102.2860031,472,0.228539452,472,45.75432968,472,10.72975636,472,64.67268372,
470,1.304298997,470,102.6067963,470,0.2319343835,470,46.01781845,470,10.76714993,470,63.75617218,
468,1.297359586,468,103.0371323,468,0.2353582829,468,46.07458878,468,10.83084869,468,63.10543823,
466,1.293923378,466,102.6167755,466,0.24537085,466,45.86933136,466,10.82154846,466,63.00999451,
464,1.300682306,464,102.1138153,464,0.233442083,464,46.02811813,464,10.70453835,464,62.29113388,
462,1.30017519,462,102.510704,462,0.2378390133,462,45.99525833,462,10.71829128,462,61.5982399,
460,1.291733623,460,102.9338455,460,0.22583206,460,45.94366455,460,10.77921391,460,61.97530746,
458,1.293129206,458,102.394165,458,0.2306958735,458,45.88841248,458,10.72215462,458,62.17911911,
456,1.295906425,456,102.5972366,456,0.2290652394,456,46.13236618,456,10.6770153,456,62.17745972,
454,1.28914392,454,103.0966797,454,0.2244286984,454,46.27947617,454,10.7811327,454,62.51128769,
452,1.285289049,452,102.6714554,452,0.2392662168,452,45.98141479,452,10.77243805,452,63.09942627,
450,1.291443586,450,102.0986938,450,0.2254867852,450,46.07200623,450,10.66510487,450,62.54522705,

Baseline 100%T,
Baseline 100%T
Collection Time: 16/11/2023 2:12:59 PM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1400.00
Stop (nm)                         450.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1800.000
NIR Data Interval (nm)            3.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 16/11/2023 1:40:42 PM
Method Modifications:
X Start nm Changed: 16/11/2023 1:51:39 PM, Old: 800.00, New:1400.00
X Stop nm Changed: 16/11/2023 1:51:39 PM, Old: 200.00, New: 400.00
Y mode Changed: 16/11/2023 1:51:39 PM, Old:Abs, New:%T
X Stop nm Changed: 16/11/2023 1:52:54 PM, Old: 400.00, New: 450.00
Idpt Control Changed: 16/11/2023 1:52:54 PM, Old:0, New:1
UVVIS Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     2.00
NIR Scan Rate nm Changed: 16/11/2023 1:52:54 PM, Old:  600.000, New: 1800.000
NIR Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     3.00
Baseline Correction Changed: 16/11/2023 2:12:07 PM, Old:0, New:1
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 3.00
<Slit height> , Full
<Current Wavelength> , 800.00
<SBW (nm)> , 2.00
<Energy> , 13.18
<Slit height> , Full
<Current Wavelength> , 450.00

Hole,
Hole
Collection Time: 16/11/2023 2:18:09 PM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1400.00
Stop (nm)                         450.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1800.000
NIR Data Interval (nm)            3.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 16/11/2023 1:40:42 PM
Method Modifications:
X Start nm Changed: 16/11/2023 1:51:39 PM, Old: 800.00, New:1400.00
X Stop nm Changed: 16/11/2023 1:51:39 PM, Old: 200.00, New: 400.00
Y mode Changed: 16/11/2023 1:51:39 PM, Old:Abs, New:%T
X Stop nm Changed: 16/11/2023 1:52:54 PM, Old: 400.00, New: 450.00
Idpt Control Changed: 16/11/2023 1:52:54 PM, Old:0, New:1
UVVIS Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     2.00
NIR Scan Rate nm Changed: 16/11/2023 1:52:54 PM, Old:  600.000, New: 1800.000
NIR Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     3.00
Baseline Correction Changed: 16/11/2023 2:12:07 PM, Old:0, New:1
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 3.00
<Slit height> , Full
<Current Wavelength> , 800.00
<SBW (nm)> , 2.00
<Energy> , 13.80
<Slit height> , Full
<Current Wavelength> , 450.00

FePS3,
FePS3
Collection Time: 16/11/2023 2:20:50 PM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1400.00
Stop (nm)                         450.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1800.000
NIR Data Interval (nm)            3.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 16/11/2023 1:40:42 PM
Method Modifications:
X Start nm Changed: 16/11/2023 1:51:39 PM, Old: 800.00, New:1400.00
X Stop nm Changed: 16/11/2023 1:51:39 PM, Old: 200.00, New: 400.00
Y mode Changed: 16/11/2023 1:51:39 PM, Old:Abs, New:%T
X Stop nm Changed: 16/11/2023 1:52:54 PM, Old: 400.00, New: 450.00
Idpt Control Changed: 16/11/2023 1:52:54 PM, Old:0, New:1
UVVIS Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     2.00
NIR Scan Rate nm Changed: 16/11/2023 1:52:54 PM, Old:  600.000, New: 1800.000
NIR Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     3.00
Baseline Correction Changed: 16/11/2023 2:12:07 PM, Old:0, New:1
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 3.00
<Slit height> , Full
<Current Wavelength> , 800.00
<SBW (nm)> , 2.00
<Energy> , 13.18
<Slit height> , Full
<Current Wavelength> , 450.00

NiPS3,
NiPS3
Collection Time: 16/11/2023 2:23:55 PM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1400.00
Stop (nm)                         450.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1800.000
NIR Data Interval (nm)            3.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 16/11/2023 1:40:42 PM
Method Modifications:
X Start nm Changed: 16/11/2023 1:51:39 PM, Old: 800.00, New:1400.00
X Stop nm Changed: 16/11/2023 1:51:39 PM, Old: 200.00, New: 400.00
Y mode Changed: 16/11/2023 1:51:39 PM, Old:Abs, New:%T
X Stop nm Changed: 16/11/2023 1:52:54 PM, Old: 400.00, New: 450.00
Idpt Control Changed: 16/11/2023 1:52:54 PM, Old:0, New:1
UVVIS Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     2.00
NIR Scan Rate nm Changed: 16/11/2023 1:52:54 PM, Old:  600.000, New: 1800.000
NIR Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     3.00
Baseline Correction Changed: 16/11/2023 2:12:07 PM, Old:0, New:1
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 3.00
<Slit height> , Full
<Current Wavelength> , 800.00
<SBW (nm)> , 2.00
<Energy> , 13.18
<Slit height> , Full
<Current Wavelength> , 450.00

CrPS4,
CrPS4
Collection Time: 16/11/2023 2:29:56 PM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1400.00
Stop (nm)                         450.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1800.000
NIR Data Interval (nm)            3.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 16/11/2023 1:40:42 PM
Method Modifications:
X Start nm Changed: 16/11/2023 1:51:39 PM, Old: 800.00, New:1400.00
X Stop nm Changed: 16/11/2023 1:51:39 PM, Old: 200.00, New: 400.00
Y mode Changed: 16/11/2023 1:51:39 PM, Old:Abs, New:%T
X Stop nm Changed: 16/11/2023 1:52:54 PM, Old: 400.00, New: 450.00
Idpt Control Changed: 16/11/2023 1:52:54 PM, Old:0, New:1
UVVIS Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     2.00
NIR Scan Rate nm Changed: 16/11/2023 1:52:54 PM, Old:  600.000, New: 1800.000
NIR Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     3.00
Baseline Correction Changed: 16/11/2023 2:12:07 PM, Old:0, New:1
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 3.00
<Slit height> , Full
<Current Wavelength> , 800.00
<SBW (nm)> , 2.00
<Energy> , 13.18
<Slit height> , Full
<Current Wavelength> , 450.00

MnPS5,
MnPS5
Collection Time: 16/11/2023 2:37:04 PM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1400.00
Stop (nm)                         450.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1800.000
NIR Data Interval (nm)            3.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 16/11/2023 1:40:42 PM
Method Modifications:
X Start nm Changed: 16/11/2023 1:51:39 PM, Old: 800.00, New:1400.00
X Stop nm Changed: 16/11/2023 1:51:39 PM, Old: 200.00, New: 400.00
Y mode Changed: 16/11/2023 1:51:39 PM, Old:Abs, New:%T
X Stop nm Changed: 16/11/2023 1:52:54 PM, Old: 400.00, New: 450.00
Idpt Control Changed: 16/11/2023 1:52:54 PM, Old:0, New:1
UVVIS Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     2.00
NIR Scan Rate nm Changed: 16/11/2023 1:52:54 PM, Old:  600.000, New: 1800.000
NIR Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     3.00
Baseline Correction Changed: 16/11/2023 2:12:07 PM, Old:0, New:1
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 3.00
<Slit height> , Full
<Current Wavelength> , 800.00
<SBW (nm)> , 2.00
<Energy> , 13.80
<Slit height> , Full
<Current Wavelength> , 450.00

